step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
8,CASH_OUT,3711.48,778.98,504.69,13265.08,16612.51,0
8,CASH_OUT,20256.56,4412.06,3267.94,32040.8,35501.41,1
8,PAYMENT,285.89,6187.97,4738.08,4502.76,4727.79,0
8,CASH_OUT,112.68,2920.76,1635.33,14137.48,14245.31,0
8,DEBIT,1788.34,8571.23,7761.74,3858.49,5393.65,0
8,PAYMENT,891.94,8149.56,4946.39,14402.55,14977.06,0
8,CASH_IN,1614.93,10580.73,8800.49,9338.81,10357.18,0
8,CASH_OUT,29785.94,15523.98,13074.95,4773.0,26365.78,0
8,PAYMENT,8462.97,93811.96,48151.57,9119.48,11334.15,0
8,CASH_IN,14663.67,14577.36,13889.77,5984.49,15836.99,0
8,TRANSFER,23994.45,13977.1,6076.69,23533.03,34936.41,0
8,PAYMENT,17370.69,18966.55,14168.92,1067.96,5581.69,0
8,CASH_OUT,4410.79,9967.8,6792.1,6783.82,9703.27,0
8,CASH_IN,6285.23,13537.34,10981.21,6342.6,8174.67,0
8,CASH_OUT,900.76,29783.74,20276.43,13721.77,13975.25,0
8,CASH_IN,711.98,5853.95,5046.43,8568.11,9178.79,0
8,PAYMENT,2657.25,3081.96,2614.03,27519.78,28795.72,0
8,TRANSFER,3217.17,8159.65,6563.1,50401.15,51088.19,0
8,PAYMENT,2799.47,45431.04,42130.53,17210.58,19694.06,0
8,CASH_OUT,3431.27,7349.36,6216.62,5869.38,8522.45,0
8,PAYMENT,7695.98,20401.03,11092.8,5771.64,9353.73,0
8,PAYMENT,12319.2,23148.46,17838.98,56888.39,65925.83,0
8,CASH_IN,4474.73,11158.21,8164.38,5827.6,8001.24,0
8,CASH_OUT,2201.89,3679.29,2691.66,40258.57,42022.09,0
8,DEBIT,2963.11,2493.94,1957.32,6996.21,9613.18,0
8,CASH_OUT,5886.68,8564.59,5276.5,2725.92,6302.64,0
8,CASH_IN,980.55,4560.98,2688.0,12554.98,12963.36,0
8,CASH_OUT,5257.9,14366.81,6591.71,6355.46,10572.94,0
8,CASH_IN,2077.47,735.63,561.87,5216.66,7029.63,0
8,PAYMENT,3620.21,12994.11,11704.27,3850.18,7066.05,0
8,PAYMENT,1427.0,30138.49,18890.23,11070.58,12135.91,0
8,TRANSFER,3348.82,3537.02,2928.64,6734.27,9541.45,0
8,PAYMENT,6310.65,18805.01,13027.35,5174.0,6453.3,0
8,TRANSFER,2048.67,35991.11,24108.33,30658.19,31686.49,0
8,PAYMENT,9094.53,5284.15,2815.51,10485.48,17031.41,0
8,TRANSFER,12699.54,17169.3,13669.81,5784.8,13037.24,0
8,DEBIT,3470.93,39229.9,33562.08,5247.91,6376.61,0
8,PAYMENT,3359.52,4546.84,2169.74,17206.95,17668.62,0
8,PAYMENT,2875.71,12961.79,12332.55,8483.28,10391.82,0
8,PAYMENT,28621.35,44336.32,38724.75,24382.58,29122.6,0
8,CASH_OUT,24790.87,33550.29,29742.62,13335.49,36866.39,0
8,TRANSFER,6015.17,4445.87,4043.93,2645.13,5149.37,0
8,PAYMENT,5455.09,3259.61,1531.45,10738.79,12801.49,0
8,PAYMENT,2472.61,40646.97,27870.13,24279.98,25255.63,0
8,CASH_OUT,1116.8,12588.1,10822.09,2758.64,3106.04,0
8,PAYMENT,1749.38,7706.35,5396.3,21833.36,23276.2,0
8,DEBIT,7857.45,71608.93,66279.55,2036.36,6687.23,0
8,CASH_OUT,489.1,27671.8,14324.66,3988.82,4248.17,0
8,CASH_OUT,437.0,6017.15,5691.84,31765.73,32135.13,0
8,TRANSFER,4123.43,13000.43,10772.65,14800.77,18484.02,0
8,DEBIT,11628.12,10342.85,7721.98,17756.2,26821.73,0
8,TRANSFER,4747.96,7551.9,3783.54,18415.08,23150.94,0
8,CASH_OUT,8149.4,5472.72,4773.77,2982.62,10569.63,0
8,TRANSFER,5356.13,10979.87,7055.35,32140.8,36063.71,0
8,PAYMENT,2334.85,30390.86,23593.68,40349.84,40807.01,0
8,TRANSFER,1250.22,3292.95,3092.38,2280.75,3156.33,0
8,TRANSFER,12174.02,11388.0,10532.55,9418.97,16828.93,0
8,CASH_OUT,3429.53,9524.34,6253.13,12344.06,13613.06,0
8,PAYMENT,355.27,1684.92,1349.46,34104.92,34393.35,0
8,CASH_OUT,821.45,9831.56,7565.98,15452.99,16127.37,0
8,CASH_IN,589.17,17629.01,14530.16,16240.18,16434.8,0
8,CASH_IN,608.63,1477.3,1339.65,5546.76,6073.4,0
8,PAYMENT,2696.45,26354.43,18579.33,13724.68,15628.28,0
8,CASH_OUT,12836.83,16144.51,12153.21,21182.79,32166.09,0
8,CASH_IN,1261.51,2065.33,1228.37,21486.45,22525.99,0
8,CASH_OUT,1545.03,5080.38,3898.07,14102.3,15175.62,0
8,CASH_IN,2880.56,2972.48,2660.15,5959.61,6354.65,0
8,CASH_OUT,3262.19,27903.78,16341.52,52635.32,54441.4,0
8,PAYMENT,10533.15,5083.74,3833.93,7827.15,15916.0,0
8,CASH_OUT,584.54,7193.14,4045.25,232319.69,232694.88,0
8,CASH_OUT,2519.75,4138.83,3220.11,4650.05,5713.94,0
8,TRANSFER,9094.43,6487.13,5716.75,19302.86,25268.49,0
8,PAYMENT,1977.35,2870.87,1447.2,70084.47,71750.06,0
8,CASH_IN,17650.5,4382.14,3282.76,44047.45,61276.71,0
8,TRANSFER,745.05,12324.6,6611.91,16614.22,17310.87,0
8,TRANSFER,5037.41,15877.86,15248.04,12589.47,13243.53,0
8,CASH_OUT,1698.58,93258.41,62911.59,17909.64,19138.98,0
8,CASH_OUT,3204.28,29299.85,21495.66,1473.36,3194.53,0
8,CASH_OUT,537.87,760.27,547.46,11039.68,11100.38,0
8,PAYMENT,346.72,2950.69,2858.36,35452.01,35727.22,0
8,CASH_OUT,14820.33,1109.61,926.14,3067.77,4706.78,0
8,CASH_OUT,32030.15,7694.47,6842.63,109997.16,124988.87,0
8,TRANSFER,5200.77,18249.9,11614.4,23874.44,26581.44,0
8,CASH_OUT,1764.24,3622.49,2642.49,44973.71,45770.94,0
8,TRANSFER,12718.6,7265.44,5637.35,2469.14,7546.01,0
8,CASH_IN,1848.52,18157.06,10560.26,35408.45,36635.1,0
8,CASH_OUT,2332.84,6177.81,5128.37,62540.95,63607.45,0
8,PAYMENT,3151.33,7837.89,6390.75,4951.03,6671.35,0
8,CASH_OUT,1503.11,8981.83,7101.14,1818.38,2273.44,0
8,TRANSFER,2990.86,17812.57,17164.86,3660.47,5934.45,0
8,PAYMENT,1781.04,5555.37,4844.96,2558.71,3678.54,0
8,TRANSFER,251.29,14259.0,13575.26,6685.04,6771.6,0
9,TRANSFER,1230.82,47791.3,45586.56,26409.42,26589.15,0
9,TRANSFER,3240.77,20790.14,11828.53,42556.34,45722.84,0
9,CASH_IN,8868.54,3365.92,2424.59,15131.99,22768.73,0
9,TRANSFER,21334.14,1989.98,1468.8,46327.57,59441.45,0
9,TRANSFER,27323.02,22588.47,14740.46,3893.03,17665.0,1
9,CASH_OUT,458.8,8003.63,5044.47,4152.07,4509.99,0
9,CASH_OUT,19619.73,25581.39,12839.47,49715.64,69105.75,0
9,PAYMENT,2943.91,9000.11,7263.18,1886.45,4709.37,0
9,CASH_IN,15568.33,7611.79,4396.41,8381.46,15578.0,0
9,TRANSFER,8246.03,4519.96,2628.24,8390.36,13723.69,0
9,CASH_OUT,4813.95,21213.67,13668.34,8605.84,10767.16,0
9,CASH_IN,3867.33,8097.44,5769.86,27948.79,31584.79,0
9,PAYMENT,2031.9,976.11,808.89,71465.18,72676.26,0
9,PAYMENT,4355.09,16444.45,9935.44,103098.84,105440.96,0
9,PAYMENT,1687.6,8125.06,6235.89,25110.23,25776.76,0
9,DEBIT,1923.69,4018.08,3269.87,9927.06,11237.24,0
9,TRANSFER,1256.42,18890.85,7434.13,4825.43,5557.15,0
9,DEBIT,7605.73,2973.29,2156.92,57838.33,65306.61,0
9,PAYMENT,1334.97,1731.4,1178.07,16648.37,16990.91,0
9,PAYMENT,3522.27,46772.49,31767.4,4301.16,5528.25,0
9,TRANSFER,497.91,3495.83,3084.71,10386.38,10762.66,0
9,CASH_OUT,10428.58,27117.65,23609.98,10884.81,19539.86,0
9,TRANSFER,2069.27,2568.15,2133.21,1827.39,3760.41,0
9,PAYMENT,2242.72,724.45,333.79,10214.51,10473.96,0
9,PAYMENT,7074.83,6757.23,6543.9,6310.1,12665.28,0
9,CASH_IN,1268.12,26158.19,22367.62,1876.11,2020.09,0
9,TRANSFER,4366.14,56512.56,54241.68,40719.04,44313.46,0
9,CASH_IN,10999.13,16436.14,6996.36,8101.45,9867.96,0
9,PAYMENT,316.46,6074.75,5289.98,30512.25,30810.39,0
9,PAYMENT,4538.35,4234.84,3811.57,8010.49,11196.02,0
9,PAYMENT,751.72,12130.03,10561.59,17941.86,18471.34,0
9,CASH_OUT,454.05,20591.57,17679.98,8552.58,8962.74,0
9,DEBIT,1298.16,2265.0,1195.14,27320.15,27764.54,0
9,CASH_OUT,7255.53,27366.35,14294.34,13966.28,16160.82,0
9,CASH_OUT,296.94,1455.18,1213.78,17653.06,17941.71,0
9,CASH_OUT,4235.84,39481.87,31062.73,3817.28,7956.1,0
9,PAYMENT,2154.29,1332.56,1086.88,10662.29,12513.43,0
9,PAYMENT,2248.44,36276.03,24692.49,134207.67,135108.52,0
9,PAYMENT,2522.05,11542.16,7250.16,9602.42,11039.42,0
9,CASH_IN,2379.19,10634.78,9116.53,28792.85,30833.18,0
9,TRANSFER,1606.46,1793.45,1235.06,148017.28,149172.22,0
9,DEBIT,8809.74,31920.42,23250.47,18384.44,26187.98,0
9,CASH_IN,801.67,14856.19,7399.14,44864.13,45566.94,0
9,PAYMENT,2206.51,18559.83,13959.83,6874.1,7698.77,0
9,CASH_IN,5206.38,1658.32,1276.54,17822.05,21448.51,0
9,DEBIT,1473.38,28465.06,19695.13,4056.04,5289.17,0
9,CASH_IN,463.78,12131.24,7365.39,18181.17,18339.02,0
9,TRANSFER,1497.21,11742.37,8400.48,14099.34,14906.46,0
9,PAYMENT,3129.45,2167.18,2007.61,14210.4,14734.64,0
9,TRANSFER,5596.49,3917.04,3482.26,1926.02,4303.19,0
9,PAYMENT,1509.47,2724.36,2564.89,4879.77,5983.86,0
9,CASH_OUT,96.89,1904.31,1489.76,11856.93,11934.07,0
9,TRANSFER,302.91,73899.61,69053.65,400.5,677.52,0
9,CASH_OUT,12755.09,2007.16,1553.61,7272.74,9982.91,0
9,CASH_IN,3573.44,28830.43,19116.74,2950.6,3368.04,0
9,TRANSFER,47131.6,34081.79,27546.03,14563.8,28859.5,0
9,CASH_OUT,1211.62,14836.67,8322.77,23633.0,24801.23,0
9,CASH_OUT,556.94,1880.5,1689.43,21760.18,21878.17,0
9,TRANSFER,1109.89,10020.84,6502.55,3756.7,3950.04,0
9,CASH_OUT,8886.98,6624.3,5656.58,29475.59,36500.77,0
9,TRANSFER,8744.0,6634.24,4864.53,27739.79,31811.81,0
9,CASH_OUT,3048.4,3272.75,3191.24,3964.89,4743.68,0
9,TRANSFER,2443.52,3225.11,1248.94,23218.23,23693.6,0
9,CASH_OUT,12557.92,3395.47,1891.04,1432.58,7626.31,1
9,PAYMENT,1388.96,5741.95,5344.85,22374.84,23656.32,0
9,CASH_OUT,19614.64,16667.39,14061.01,21207.31,38542.45,0
9,CASH_OUT,1021.04,1805.86,1596.55,46003.91,46504.54,0
9,PAYMENT,1134.57,708.98,565.59,25374.55,26194.12,0
9,PAYMENT,919.48,4553.01,4153.3,4054.58,4156.95,0
9,CASH_OUT,13131.94,4722.74,3190.79,2667.85,12926.28,1
9,TRANSFER,2758.9,2233.28,1950.91,9184.37,11912.22,0
9,PAYMENT,2081.68,6973.49,5902.66,7783.07,9248.09,0
9,CASH_OUT,1737.18,31578.14,28726.82,75533.33,77028.5,0
9,PAYMENT,1704.65,2339.9,2253.07,20536.33,21651.93,0
9,CASH_OUT,1422.42,17081.73,14108.09,2325.3,3332.87,0
9,CASH_OUT,6649.19,24721.58,19877.33,24491.2,26108.01,0
9,CASH_OUT,1110.69,11022.33,8536.19,19850.02,20905.25,0
9,PAYMENT,66586.12,7619.09,4444.61,21061.08,50704.71,0
9,TRANSFER,1649.26,12257.37,7633.94,13009.04,13921.74,0
9,CASH_IN,1834.13,10192.5,9671.73,19330.04,21057.2,0
9,PAYMENT,13395.71,52456.84,41160.18,4944.72,16163.53,0
9,CASH_IN,5403.43,1903.28,1768.62,2637.05,3969.74,0
9,PAYMENT,836.21,3492.15,3286.17,5363.09,6192.39,0
9,DEBIT,1568.45,3801.47,2392.91,1726.81,3063.26,0
9,CASH_OUT,1698.69,16266.53,14211.85,25501.19,26180.01,0
9,CASH_OUT,9795.54,13131.16,8531.1,21732.09,25852.41,0
9,TRANSFER,440.32,88632.06,46448.4,5355.75,5717.39,0
9,PAYMENT,2618.01,1892.43,1131.82,4176.59,5387.4,0
9,CASH_OUT,1632.71,3206.0,2079.96,28411.12,29009.17,0
9,DEBIT,2604.87,11216.5,8842.15,234052.79,236293.39,0
9,PAYMENT,2575.06,3816.11,3448.59,21249.62,22904.79,0
9,PAYMENT,2850.0,8736.51,4741.01,42401.83,45225.58,0
9,DEBIT,800.39,15912.52,12405.44,11827.0,12292.34,0
9,PAYMENT,3175.59,46053.25,27541.39,3535.78,4150.43,0
9,CASH_OUT,1914.27,2213.55,1705.66,10404.97,11049.63,0
9,CASH_IN,71777.79,5527.58,5345.06,7685.98,64564.77,0
9,CASH_IN,1374.51,16261.04,8048.53,56640.18,57098.19,0
9,PAYMENT,10762.53,10401.45,6608.52,6462.23,15132.93,0
9,CASH_OUT,4832.77,7475.09,6044.62,4121.79,4789.08,0
9,PAYMENT,968.26,22178.59,14337.11,6488.29,7138.95,0
9,TRANSFER,66638.99,6991.92,5481.28,38422.6,66744.99,1
9,CASH_IN,1556.41,7404.13,7054.91,21946.8,22187.99,0
9,PAYMENT,1119.64,2607.53,2089.79,2633.46,3057.22,0
9,PAYMENT,52272.32,10996.33,7031.02,5394.37,49917.76,0
9,CASH_IN,21737.47,11394.84,9386.33,18989.98,35009.98,0
9,CASH_OUT,1266.32,4941.12,3586.39,27373.95,28258.42,0
9,CASH_IN,7927.35,3760.95,2727.77,97551.96,98698.02,0
9,CASH_OUT,1164.39,24906.99,21059.52,6780.35,7221.31,0
9,CASH_OUT,1932.62,9313.62,7850.51,31397.5,32792.56,0
9,PAYMENT,2952.55,123384.68,119448.65,6806.41,8415.07,0
9,PAYMENT,5725.48,990.82,713.89,8831.23,13894.89,0
9,PAYMENT,6764.68,7322.63,6070.4,7514.57,12543.16,0
9,PAYMENT,8717.32,23012.2,15250.79,2460.09,7613.75,0
9,TRANSFER,9710.68,5591.53,4540.73,12810.51,15674.85,0
9,PAYMENT,6428.9,40810.81,38155.91,103307.81,104552.88,0
9,PAYMENT,3276.19,7179.2,5319.89,66260.49,67112.16,0
9,TRANSFER,2111.72,12178.73,7274.01,9846.4,10783.67,0
9,CASH_IN,1541.76,1387.5,1152.5,14449.14,15007.95,0
9,TRANSFER,2800.05,21601.47,17155.05,17255.88,17792.02,0
9,DEBIT,6377.19,4084.46,2043.58,10344.47,11638.36,0
9,CASH_IN,7136.01,26233.54,14750.78,5328.82,12265.04,0
9,PAYMENT,1130.54,50455.86,31312.32,98502.86,99160.16,0
9,TRANSFER,5800.22,4237.8,3662.08,11864.61,13029.05,0
9,TRANSFER,1833.71,11587.52,5252.23,4866.5,5383.76,0
9,CASH_OUT,4166.49,9456.86,8340.68,4317.79,5212.17,0
9,CASH_IN,4090.75,405144.5,340656.71,15106.66,17121.78,0
9,CASH_OUT,1804.67,10644.96,8106.96,6342.55,6589.26,0
9,CASH_OUT,2953.7,44549.76,34055.48,13158.66,13732.81,0
9,CASH_OUT,2933.13,17139.39,15442.95,33316.32,36176.48,0
9,CASH_OUT,3339.67,31556.71,11737.75,43202.84,43930.21,0
9,PAYMENT,2310.56,9738.83,5740.81,4319.1,5768.66,0
9,TRANSFER,2768.48,20939.27,15736.3,14280.13,16956.71,0
9,CASH_OUT,12871.7,88639.3,81326.78,18823.74,20890.6,1
9,CASH_OUT,699.74,12565.87,10895.7,15909.9,16312.64,0
9,CASH_OUT,7023.89,78278.01,55377.13,12044.05,18130.33,0
9,PAYMENT,1217.77,13389.84,11003.45,6406.38,6688.24,0
9,TRANSFER,2449.42,17646.31,9241.47,3300.16,4416.43,0
9,DEBIT,11974.05,11425.03,10542.08,3859.87,8823.79,0
9,PAYMENT,3315.55,4327.68,2769.97,48642.3,50851.48,0
9,CASH_IN,487.37,88403.89,71953.38,4005.25,4089.92,0
9,CASH_OUT,1175.97,1968.05,1182.58,4397.68,4779.72,0
9,CASH_OUT,232.08,5690.36,5278.83,6613.28,6836.14,0
9,CASH_IN,4155.96,32036.41,26716.13,22181.34,23875.58,0
9,CASH_IN,135.49,6422.16,3565.97,5921.88,6001.02,0
9,TRANSFER,3335.26,27577.7,18371.56,66742.76,67169.16,0
9,CASH_OUT,27197.15,17222.69,11998.58,34256.37,48620.24,0
9,CASH_OUT,6106.41,31872.71,23390.33,7545.92,9653.68,0
9,PAYMENT,961.12,11488.21,6126.41,21295.82,21487.3,0
9,DEBIT,36890.26,19804.37,16615.76,17191.87,46341.73,0
9,TRANSFER,1926.86,20705.78,16550.68,11065.09,12240.21,0
9,CASH_OUT,1824.7,16267.23,6973.47,17679.82,18701.57,0
9,CASH_OUT,13925.11,7770.45,5643.33,37302.02,51047.76,0
9,CASH_OUT,1382.25,5562.46,4242.08,38818.33,39841.05,0
9,CASH_OUT,2465.43,6477.72,5908.5,6630.85,7459.02,0
9,CASH_OUT,2947.52,4171.98,3383.78,19064.73,20831.55,0
9,PAYMENT,1409.08,47679.87,45077.12,5628.21,6428.64,0
9,PAYMENT,10024.97,2741.66,2520.8,8929.34,16237.19,0
9,CASH_OUT,2421.53,23208.64,16244.48,6738.04,7924.83,0
9,CASH_OUT,403.48,4254.08,3100.18,8803.46,9040.04,0
9,PAYMENT,942.26,22295.97,15912.68,16211.91,16797.89,0
9,PAYMENT,4100.99,180651.12,169891.46,14461.54,18263.15,0
9,PAYMENT,403.2,47161.76,43926.98,6444.59,6676.71,0
9,PAYMENT,16813.36,4379.21,3670.71,16074.41,18965.44,0
9,PAYMENT,35530.41,14629.8,8848.61,15576.16,33199.73,0
9,CASH_OUT,6320.08,5915.4,2957.11,4638.16,6224.48,0
9,CASH_OUT,2158.57,10635.32,8581.35,4834.93,6579.75,0
9,CASH_OUT,16450.99,3984.45,3287.21,5068.52,15665.38,0
9,PAYMENT,1733.12,51900.9,26229.68,31825.17,32981.25,0
9,PAYMENT,470.59,3028.53,2005.27,29927.11,30082.72,0
9,PAYMENT,1314.02,21768.71,18039.4,17543.15,18324.82,0
9,TRANSFER,750.23,8250.99,6863.61,10550.52,11111.91,0
9,DEBIT,893.91,853.56,750.98,5367.08,6189.81,0
9,CASH_OUT,15848.42,9955.61,6577.2,14815.79,26826.58,1
9,PAYMENT,2763.26,2614.6,2504.47,40774.15,41061.23,0
9,PAYMENT,2986.42,5939.69,4138.33,21907.14,23482.92,0
9,CASH_IN,4600.83,5853.09,1942.01,11765.59,15240.2,0
9,PAYMENT,1007.49,28184.01,16153.96,28844.06,29370.45,0
9,CASH_OUT,2406.9,28163.19,23723.79,25610.34,27378.62,0
9,CASH_IN,1322.34,19091.93,15142.36,16234.21,16493.69,0
9,PAYMENT,3020.51,5957.68,4146.29,7109.47,8065.16,0
9,DEBIT,14934.91,24568.53,17102.86,9384.77,13402.3,0
9,CASH_OUT,4270.64,1868.88,1798.01,749.39,1661.33,0
9,PAYMENT,1391.25,25076.48,22777.65,3767.08,4343.77,0
9,DEBIT,1050.31,3302.64,3216.94,484.67,739.18,0
9,PAYMENT,2906.59,4013.02,3313.6,26619.4,29372.95,0
9,TRANSFER,9401.67,23737.36,22812.35,21843.4,30527.4,0
9,PAYMENT,5809.68,4072.92,3401.53,20117.9,25389.81,0
9,TRANSFER,5182.5,7594.41,3813.66,17340.38,19465.92,0
9,TRANSFER,7788.36,9926.58,8070.56,4336.21,10058.67,0
9,PAYMENT,1937.03,31734.77,24004.28,33223.61,33859.06,0
9,PAYMENT,357.94,1014.78,981.97,3751.11,3956.74,0
9,PAYMENT,2655.75,11730.99,6185.49,113908.09,115227.48,0
9,CASH_OUT,9243.19,21156.0,17446.77,17360.49,26333.1,0
9,CASH_OUT,1307.27,14395.92,12347.55,34293.33,34784.93,0
9,TRANSFER,1254.35,15959.49,11980.36,9664.24,10727.42,0
9,CASH_IN,917.32,7183.62,6942.0,7363.74,8191.28,0
10,PAYMENT,9461.72,4961.51,4779.47,45537.02,46591.44,0
10,PAYMENT,6154.0,44921.84,31283.85,9123.29,10567.42,0
10,TRANSFER,2490.1,8960.23,7115.93,28478.92,30060.67,0
10,CASH_OUT,873.48,10344.16,7101.42,11105.23,11649.96,0
10,CASH_OUT,13879.18,8025.72,6416.08,9063.03,22691.39,0
10,CASH_OUT,2539.95,7733.69,6907.8,15982.71,17439.49,0
10,TRANSFER,12928.56,20148.47,17308.29,12273.53,16240.03,0
10,CASH_OUT,2453.5,2167.0,1546.78,5623.89,5988.48,0
10,PAYMENT,23972.84,92959.36,44582.72,1973.27,9594.0,0
10,CASH_OUT,414.8,44153.15,27380.9,4123.07,4316.65,0
10,TRANSFER,2724.75,47557.08,44594.68,518.89,1197.51,0
10,PAYMENT,3167.81,27483.1,17410.87,6646.58,9709.38,0
10,DEBIT,4215.36,8661.93,5969.12,7059.79,11001.62,0
10,CASH_IN,2706.9,32944.61,26594.87,30413.84,32566.68,0
10,PAYMENT,3755.62,18916.91,17726.9,8588.87,11726.47,0
10,PAYMENT,3272.71,32743.05,27232.83,7777.99,9552.11,0
10,DEBIT,867.5,35211.53,14038.2,10914.33,11010.02,0
10,CASH_IN,2791.5,49267.34,44889.17,5852.2,6553.89,0
10,PAYMENT,12058.57,5485.19,4641.71,15765.47,18041.85,0
10,CASH_OUT,7319.13,11510.66,10367.63,2491.25,4505.23,0
10,CASH_OUT,10525.92,10538.39,8983.48,20888.37,23375.72,0
10,TRANSFER,5730.84,6694.18,6516.19,15858.62,19614.41,0
10,PAYMENT,8122.78,10840.9,9648.64,34139.17,38927.31,0
10,PAYMENT,12219.34,13969.38,6589.2,8522.58,15785.95,0
10,TRANSFER,1592.64,1520.45,1234.12,10850.65,11635.93,0
10,TRANSFER,2091.25,13654.54,11390.99,11100.58,13107.39,0
10,CASH_OUT,2331.85,14815.0,12567.95,18234.09,20072.24,0
10,TRANSFER,7788.84,60141.9,40994.76,11977.44,16511.45,0
10,PAYMENT,418.23,6409.89,5453.68,3778.11,3919.16,0
10,CASH_IN,2929.15,16682.76,14741.1,31351.76,33313.93,0
10,PAYMENT,486.53,753.46,699.3,15075.21,15452.18,0
10,CASH_OUT,1420.1,8382.42,3833.98,6373.22,7093.49,0
10,DEBIT,963.89,15598.49,14823.9,24373.22,24536.48,0
10,CASH_OUT,2480.26,24662.38,17798.58,18675.3,20644.15,0
10,PAYMENT,1641.01,21387.14,12183.08,7420.35,8901.15,0
10,CASH_IN,2417.37,8914.14,7672.36,21301.93,22321.98,0
10,CASH_IN,2601.08,3368.86,2946.64,4464.14,5526.35,0
10,PAYMENT,6974.55,2178.28,1552.36,35294.96,39564.31,0
10,CASH_OUT,977.62,40273.53,24542.41,177726.24,177854.78,0
10,TRANSFER,4437.07,28619.73,21985.17,7811.04,9426.5,0
10,PAYMENT,1643.13,5288.21,4651.23,12802.02,14269.54,0
10,DEBIT,21257.14,3771.66,2914.08,34618.24,44410.58,0
10,CASH_OUT,1369.38,1491.61,1029.49,92534.47,93566.29,0
10,CASH_OUT,4900.08,8071.81,6262.45,13625.51,17584.03,0
10,PAYMENT,1853.19,8344.82,7142.26,18083.82,18926.31,0
10,CASH_IN,5643.93,2835.71,2413.32,9882.56,13250.39,0
10,TRANSFER,3126.16,18355.7,15449.67,7222.88,9064.42,0
10,PAYMENT,1597.74,2581.56,2346.74,23270.44,24681.32,0
10,CASH_IN,16789.7,10257.62,7749.84,2063.25,16110.25,0
10,PAYMENT,7756.16,17397.3,9752.35,62191.02,67637.74,0
10,PAYMENT,1428.43,5651.5,3934.31,10537.55,11512.55,0
10,PAYMENT,10494.49,2178.43,1720.84,5753.49,13624.83,0
10,TRANSFER,4515.3,5265.88,3124.3,22458.11,25436.2,0
10,TRANSFER,1740.33,8362.96,4832.33,4173.8,5270.73,0
10,CASH_IN,46990.92,1451.12,1256.68,8808.78,42235.77,0
10,PAYMENT,8541.02,31901.48,23228.32,9191.75,13765.23,0
10,CASH_IN,2636.55,7675.79,2354.18,74536.34,76315.84,0
10,PAYMENT,2895.88,1975.95,1519.26,21242.76,24119.94,0
10,CASH_OUT,17437.47,7888.63,7238.83,12499.75,15356.93,1
10,TRANSFER,6530.6,27068.98,13984.77,23720.24,24376.07,0
10,CASH_IN,3117.35,8724.97,6380.8,29266.91,30470.92,0
10,CASH_OUT,1555.42,3987.35,2105.76,14083.05,14897.51,0
10,CASH_OUT,1309.5,18414.65,15738.88,3650.18,4835.57,0
10,TRANSFER,14290.35,1810.32,1581.45,20255.0,23410.95,0
10,TRANSFER,3161.66,3460.63,2584.6,25087.37,27713.6,0
10,PAYMENT,6186.5,3317.48,1964.14,10311.82,16046.0,0
10,PAYMENT,386.91,8559.84,6863.81,7575.98,7848.91,0
10,CASH_OUT,32464.23,23267.31,19822.74,5169.1,27423.12,0
10,TRANSFER,30726.91,3151.71,928.2,22129.31,25249.61,0
10,PAYMENT,1976.13,1185.56,697.99,6510.36,7601.39,0
10,PAYMENT,5794.54,5511.23,5151.27,1713.21,6645.46,0
10,TRANSFER,9757.93,2626.66,2315.66,9582.88,15645.02,0
10,TRANSFER,21329.33,4388.93,3585.87,12879.78,21931.86,0
10,CASH_OUT,2258.62,7488.21,5620.31,12094.84,13342.9,0
10,PAYMENT,1864.55,4969.76,4638.92,3982.54,4235.72,0
10,CASH_OUT,4201.87,30036.33,14858.81,12290.51,14728.27,0
10,CASH_OUT,5281.21,497.6,448.01,3079.88,6214.0,0
10,TRANSFER,1649.58,3489.4,2145.3,2606.28,3466.41,0
10,CASH_OUT,1539.41,7997.97,6198.14,21553.22,22564.01,0
10,CASH_OUT,6856.06,15371.36,13139.83,11001.78,15244.2,0
10,PAYMENT,4013.82,6007.64,3611.19,267.73,2910.95,0
10,TRANSFER,626.01,26448.23,19867.92,32550.52,32736.55,0
10,CASH_IN,5859.18,2883.93,2403.64,3769.4,6826.99,0
10,TRANSFER,35239.74,1940.49,1390.3,5024.87,22839.37,1
10,DEBIT,3768.38,5295.99,2589.04,14829.3,17948.78,0
10,CASH_OUT,20565.33,21469.55,15552.49,35816.18,48435.3,0
10,PAYMENT,1203.43,3674.72,1850.33,49154.27,49760.84,0
10,CASH_OUT,1793.91,7199.2,4651.56,15805.39,16376.82,0
10,CASH_OUT,3556.68,2672.96,2267.18,11695.58,13192.9,0
10,DEBIT,2150.96,10045.31,9283.27,22637.45,24300.47,0
10,TRANSFER,3815.66,6697.86,4961.8,2343.69,4402.39,0
10,PAYMENT,5877.3,10577.71,8390.6,2334.46,5183.42,0
10,CASH_OUT,1510.9,16547.13,13486.83,12902.46,13085.93,0
10,PAYMENT,1678.89,18223.67,13239.8,8628.09,9746.78,0
10,DEBIT,3407.82,3230.62,2152.04,19582.67,21095.12,0
10,CASH_IN,2880.02,4918.23,3960.16,19534.67,20419.22,0
10,PAYMENT,3053.5,12240.37,9445.22,4309.49,6589.19,0
10,CASH_OUT,1592.07,5793.14,2380.14,5153.07,5642.36,0
10,CASH_IN,615.64,24880.35,6105.88,48238.13,48738.55,0
